"Access URL","Custom GPT Name","Description","Profile Image URL"
"https://chatgpt.com/g/g-67f19f6b42e48191ac8a32555e2a0309-resumetailor-ai","ResumeTailor AI","A custom GPT that tailors resumes to job postings","https://chatgpt.com/backend-api/estuary/content?id=file-3YRw753Nzc72DWHih5FNmZ&gizmo_id=g-67f19f6b42e48191ac8a32555e2a0309&ts=493667&p=gpp&cid=1&sig=6e7e67321bb49f84b5790de2bea2f58935003e5ef5bf175beb272daee59980bd&v=0"
"https://chatgpt.com/g/g-67f155f9bd60819187e703f6610e3ab2-affiliate-review-firestarter","Affiliate Review Firestarter","Writes raw, punchy, emotional review articles for affiliate brands on your blog.","https://chatgpt.com/backend-api/estuary/content?id=file-E29CiHsvy9w25baHW3kihB&gizmo_id=g-67f155f9bd60819187e703f6610e3ab2&ts=493667&p=gpp&cid=1&sig=94f0060c28b4a6fad0947b760e75f11d6f6f1070eef62a7e3e91e69ed1e1f8f6&v=0"
"https://chatgpt.com/g/g-67f12f55f0b08191bd6cac0d9fe4f9e7-passive-income-pro-tailored-ideas-that-work","Passive Income Pro: Tailored Ideas That Work","Looking for passive income ideas that actually make sense for your lifestyle? I generate ethical, practical, and scalable passive income ideas tailored to your exact audience. Just tell me how many you want and who they’re for — I’ll handle the rest.","https://chatgpt.com/backend-api/estuary/content?id=file-Y9k9BXsyF2zpnRM7oNoQaM&gizmo_id=g-67f12f55f0b08191bd6cac0d9fe4f9e7&ts=493667&p=gpp&cid=1&sig=13c73efd9b28092bdea5e72cc0693459677947289d890d2fa15dd3cccc68f12b&v=0"
"https://chatgpt.com/gpts/editor/g-67f12ac6d6048191a6982d3532d138a1","Habit Reactor Engineer","🔬 Turn your habits inside out. Habit Reactor Engineer deconstructs any habit you choose—down to its atomic, behavioral blueprint. Using deep neuropsych insights and Mermaid diagrams, it reveals what’s really running the show behind your daily actions.","https://chatgpt.com/backend-api/estuary/content?id=file-GjKA1snPmndbgTmxqziQNw&gizmo_id=g-67f12ac6d6048191a6982d3532d138a1&ts=493667&p=gpp&cid=1&sig=3c8600f2b165ade29a5e5649dc1c1f1df1b4ee5641786a6371e0c56206e76fcd&v=0"
"https://chatgpt.com/g/g-67f12236c7548191b077e4120bbbd0d5-lean-startup-budget-coach","Lean Startup Budget Coach","A savvy budgeting buddy for startup founders! This GPT walks you through lean budgeting like a pro—covering strategic spending, trimming the fat, and keeping your finances sharp while your startup scales.","https://chatgpt.com/backend-api/estuary/content?id=file-7j6ir61zegEvRqc1qdAaV6&gizmo_id=g-67f12236c7548191b077e4120bbbd0d5&ts=493667&p=gpp&cid=1&sig=550339daadcb28efe1e48e693b11f54e55f633e1be89a14971d2ac25eca550e6&v=0"
"https://chatgpt.com/g/g-6745c8c195188191a6d0277492be720b-optimize-cash-flow-management","Optimize Cash Flow Management","AI financial consultant for optimized cash flow management","https://chatgpt.com/backend-api/estuary/content?id=file-XnmZztvD2ToWQuQGtCea4o&gizmo_id=g-6745c8c195188191a6d0277492be720b&ts=493667&p=gpp&cid=1&sig=e73bc483c6e687ac5c07b225d12b8afd37617bf6fa83876f1a3b4582c5a3b49e&v=0"
"https://chatgpt.com/g/g-6745b6f144f0819194508301c42f641f-personalized-tax-planning-strategy","Personalized Tax Planning Strategy","AI tax advisor: Optimize deductions, minimize liability for SMBs.","https://chatgpt.com/backend-api/estuary/content?id=file-TMUzy4jJi87WNVwXr8AHzZ&gizmo_id=g-6745b6f144f0819194508301c42f641f&ts=493667&p=gpp&cid=1&sig=4a5ff3e8cf86fa71207525df31d0391c01cdeb40c9bfedb9771f4d2dd790478d&v=0"
"https://chatgpt.com/g/g-67453fd4a3088191a5cd8693974ba413-futureproof-skill-builder","FutureProof Skill Builder","AI career strategist for the 2025 job market","https://chatgpt.com/backend-api/estuary/content?id=file-1smfLZDBTfRrmznsgAp9d6&gizmo_id=g-67453fd4a3088191a5cd8693974ba413&ts=493667&p=gpp&cid=1&sig=ace8f0ed8892a9e445f8c7c6a19f3d969d79408493eccf7943fd9bb9a893e7a0&v=0"
"https://chatgpt.com/g/g-6737012f640c8190b5f8c684640fbe41-hidden-opportunities-finder","Hidden Opportunities Finder","An AI tool designed to uncover hidden opportunities in your projects, businesses or creative endeavours.","https://chatgpt.com/backend-api/estuary/content?id=file-eqMV9jhV4LtSzaCr8wFU3Re2&gizmo_id=g-6737012f640c8190b5f8c684640fbe41&ts=493667&p=gpp&cid=1&sig=8f77a95295ffa1728141b708ed45bb4e4fc02f4cbbfb7ce7edc89c626a869ba2&v=0"
"https://chatgpt.com/g/g-vBgeRtZjf-industry-analysis-bot","Industry Analysis Bot","A chatbot specialized in conducting comprehensive industry analysis across various sectors.","https://chatgpt.com/backend-api/estuary/content?id=file-ONVAVAujG2JhUc6zwzWWVDn9&gizmo_id=g-vBgeRtZjf&ts=493667&p=gpp&cid=1&sig=d662c4d03679ed0fe317af55b0e32e32fed78dc85e636979a79b561ea345c85e&v=0"
"https://chatgpt.com/g/g-RXJoy8U4v-transcript-to-blog-transformer","Transcript to Blog Transformer","Transforms video transcripts into polished, long-form blog articles.","https://chatgpt.com/backend-api/estuary/content?id=file-gWliGidCtNYpzhtPT8smLhif&gizmo_id=g-RXJoy8U4v&ts=493667&p=gpp&cid=1&sig=6fb65174ef373069aa4faf86963d93d3e6c233d2086e9cb1ef9a1552695c87a5&v=0"
"https://chatgpt.com/g/g-dRZknamEd-affiliate-marketing-strategist","Affiliate Marketing Strategist","Cutthroat growth strategies to dominate affiliate marketing and agency building.","https://chatgpt.com/backend-api/estuary/content?id=file-SQXjGFHpCLyrBNJR5KKvyp&gizmo_id=g-dRZknamEd&ts=493667&p=gpp&cid=1&sig=a22d67cc5054d04b0e75600b773a8225100fe12957bd85e0fde2c9bf0b4b2674&v=0"
"https://chatgpt.com/g/g-Ede2SPc4C-voiceover-script-genius","Voiceover Script Genius","Creates engaging voiceover scripts for AI Tools and GPTs.","https://chatgpt.com/backend-api/estuary/content?id=file-o1dAEPclkGMtXy1PxElMoEIq&gizmo_id=g-Ede2SPc4C&ts=493667&p=gpp&cid=1&sig=c0d41a8964d629071da59e576947402160eb9f9c9c6979500d7e1e5682f789df&v=0"
"https://chatgpt.com/g/g-sAsXvLr6H-affiliate-agency-gpt","Affiliate Agency GPT","Inspires affiliate partners to uplift small businesses through empowered referrals and meaningful growth.","https://chatgpt.com/backend-api/estuary/content?id=file-5zjWzNmN4MMmC8PJPO4Lv9lv&gizmo_id=g-sAsXvLr6H&ts=493667&p=gpp&cid=1&sig=a673f19dc46c3ca49f2e49fb9a2bfc71574ae136826bc9ae9133c7060a1f3d3d&v=0"
"https://chatgpt.com/g/g-abNIHoRVX-agent-growth-hub","Agent Growth Hub","Equips affiliates with AI tools for content, outreach, and daily execution.","https://chatgpt.com/backend-api/estuary/content?id=file-MsySXDbMHAnJpFohbN6KJE&gizmo_id=g-abNIHoRVX&ts=493667&p=gpp&cid=1&sig=3d27fff99b64a51216fcf0fc5cf0d3c33da67484251a293ded86740f887fac98&v=0"
"https://chatgpt.com/g/g-VtQqtsHI6-webinarwizardpro","WebinarWizardPro","Webinar script creator for Moonshine Capital's affiliates.","https://chatgpt.com/backend-api/estuary/content?id=file-Ebw2FRipVvUW6kWuGxmGJXuL&gizmo_id=g-VtQqtsHI6&ts=493667&p=gpp&cid=1&sig=b17e94bb4e928afecb486504951e2c1eb17c95aab152aef7f860d3ce78dc63b0&v=0"
"https://chatgpt.com/g/g-w0ehowMV9-deal-maker-ads","Deal Maker Ads","High-voltage ad copy that recruits affiliates with hustler edge and contrarian bite","https://chatgpt.com/backend-api/estuary/content?id=file-UvsC1hwo8vp2Rs47K2G2N2&gizmo_id=g-w0ehowMV9&ts=493667&p=gpp&cid=1&sig=a5d3b72b7208f7c702ef3851994dc2a9070cac1c451fb8cf63ffc34721d23223&v=0"
"https://chatgpt.com/g/g-w91bZd7up-dac-affiliate-email-wizard","DAC Affiliate Email Wizard","Crafts personalized email campaigns for DAC affiliates.","https://chatgpt.com/backend-api/estuary/content?id=file-w0oW7vSKYSOrKuf9taxtbQGb&gizmo_id=g-w91bZd7up&ts=493667&p=gpp&cid=1&sig=af14c5b6721bbb580c6ec8373324101ed5891023f1101cd8ac1e56b944b7c573&v=0"
"https://chatgpt.com/g/g-1u8W1T1bM-start-your-own-funding-agency","🚀 Start Your Own Funding Agency","Turn hustle into income! Start your own funding agency with DAC—zero experience needed. Big commissions. Real freedom. Let’s go!","https://chatgpt.com/backend-api/estuary/content?id=file-zCTVSoLPEP7KYSfnPGkyeyVU&gizmo_id=g-1u8W1T1bM&ts=493667&p=gpp&cid=1&sig=086ad3b4e483ba0cdbfeb3930a2b3d558b2cf62ff4f9fb4d45aec00f23a8eb5c&v=0"
"https://chatgpt.com/g/g-ao3s8drbu-prompt-analyst","Prompt Analyst","Generates voiceover scripts for prompt reviews.","https://chatgpt.com/backend-api/estuary/content?id=file-Qr7iDq9O9tNM23ql8vzTNIp5&gizmo_id=g-ao3s8drbu&ts=493667&p=gpp&cid=1&sig=71397c865f07638e9c6426a9eee01af7babba1e3c4a5591b3d7d257c89f75195&v=0"
"https://chatgpt.com/g/g-FUKQjm8Yw-affiliate-commission-estimator","Affiliate Commission Estimator","Friendly assistant that calculates commissions and rev-share with smart funding logic.","https://chatgpt.com/backend-api/estuary/content?id=file-9NspDHavUb2WsXEPdcz6Tv&gizmo_id=g-FUKQjm8Yw&ts=493667&p=gpp&cid=1&sig=0e599042594adb8c9d8e511fbeef5b863b644eca5e76fb09a09b3847457eaf99&v=0"
"https://chatgpt.com/g/g-FuhGrve2g-ai-reviews-blog-writer","AI Reviews Blog Writer","Writes bold, sincere, long-form blog reviews on AI tools, prompts, and automations. Funny, honest, and SEO-smart—with human warmth and a daring voice that sparks real conversation. Perfect for content that informs, entertains, and stands out.","https://chatgpt.com/backend-api/estuary/content?id=file-EhSVan2ojgUykRVhDHiXsDo6&gizmo_id=g-FuhGrve2g&ts=493667&p=gpp&cid=1&sig=8faea3dbf499d14dfacc29cec7d5d90d0162c5f99a080782158fc2ddaa661dba&v=0"
